PROJCS,EPSG
Gulshan_303_Bangladesh_Transverse_Mercator,3106
GDA94_SA_Lambert,3107
ETRS89_Guernsey_Grid,3108
ETRS89_Jersey_Transverse_Mercator,3109
AGD66_Vicgrid66,3110
GDA94_Vicgrid94,3111
GDA94_Geoscience_Australia_Lambert,3112
GDA94_BCSG02,3113
MAGNA_SIRGAS_Colombia_Far_West_zone,3114
MAGNA_SIRGAS_Colombia_West_zone,3115
MAGNA_SIRGAS_Colombia_Bogota_zone,3116
MAGNA_SIRGAS_Colombia_East_Central_zone,3117
MAGNA_SIRGAS_Colombia_East_zone,3118
Douala_1948_AEF_west,3119
Pulkovo_1942_58_Poland_zone_I,3120
PRS92_Philippines_zone_1,3121
PRS92_Philippines_zone_2,3122
PRS92_Philippines_zone_3,3123
PRS92_Philippines_zone_4,3124
PRS92_Philippines_zone_5,3125
ETRS89_ETRS_GK19FIN,3126
ETRS89_ETRS_GK20FIN,3127
ETRS89_ETRS_GK21FIN,3128
ETRS89_ETRS_GK22FIN,3129
ETRS89_ETRS_GK23FIN,3130
ETRS89_ETRS_GK24FIN,3131
ETRS89_ETRS_GK25FIN,3132
ETRS89_ETRS_GK26FIN,3133
ETRS89_ETRS_GK27FIN,3134
ETRS89_ETRS_GK28FIN,3135
ETRS89_ETRS_GK29FIN,3136
ETRS89_ETRS_GK30FIN,3137
ETRS89_ETRS_GK31FIN,3138
Vanua_Levu_1915_Vanua_Levu_Grid,3139
Viti_Levu_1912_Viti_Levu_Grid,3140
Fiji_1956_UTM_zone_60S,3141
Fiji_1956_UTM_zone_1S,3142
Fiji_1986_Fiji_Map_Grid_deprecated,3143
FD54_Faroe_Lambert,3144
ETRS89_Faroe_Lambert,3145
Pulkovo_1942_3_degree_Gauss_Kruger_zone_6_deprecated,3146
Pulkovo_1942_3_degree_Gauss_Kruger_CM_18E_deprecated,3147
Indian_1960_UTM_zone_48N,3148
Indian_1960_UTM_zone_49N,3149
Pulkovo_1995_3_degree_Gauss_Kruger_zone_6_deprecated,3150
Pulkovo_1995_3_degree_Gauss_Kruger_CM_18E_deprecated,3151
ST74,3152
NAD83_CSRS_BC_Albers,3153
NAD83_CSRS_UTM_zone_7N,3154
NAD83_CSRS_UTM_zone_8N,3155
NAD83_CSRS_UTM_zone_9N,3156
NAD83_CSRS_UTM_zone_10N,3157
NAD83_CSRS_UTM_zone_14N,3158
NAD83_CSRS_UTM_zone_15N,3159
NAD83_CSRS_UTM_zone_16N,3160
NAD83_Ontario_MNR_Lambert,3161
NAD83_CSRS_Ontario_MNR_Lambert,3162
RGNC91_93_Lambert_New_Caledonia,3163
ST87_Ouvea_UTM_zone_58S,3164
NEA74_Noumea_Noumea_Lambert,3165
NEA74_Noumea_Noumea_Lambert_2,3166
Kertau_RSO_RSO_Malaya_ch,3167
Kertau_RSO_RSO_Malaya_m,3168
RGNC91_93_UTM_zone_57S,3169
RGNC91_93_UTM_zone_58S,3170
RGNC91_93_UTM_zone_59S,3171
IGN53_Mare_UTM_zone_59S,3172
fk89_Faroe_Lambert_FK89,3173
NAD83_Great_Lakes_Albers,3174
NAD83_Great_Lakes_and_St_Lawrence_Albers,3175
Indian_1960_TM_106_NE,3176
LGD2006_Libya_TM,3177
GR96_UTM_zone_18N,3178
GR96_UTM_zone_19N,3179
GR96_UTM_zone_20N,3180
GR96_UTM_zone_21N,3181
GR96_UTM_zone_22N,3182
GR96_UTM_zone_23N,3183
GR96_UTM_zone_24N,3184
GR96_UTM_zone_25N,3185
GR96_UTM_zone_26N,3186
GR96_UTM_zone_27N,3187
GR96_UTM_zone_28N,3188
GR96_UTM_zone_29N,3189
LGD2006_Libya_TM_zone_5,3190
LGD2006_Libya_TM_zone_6,3191
LGD2006_Libya_TM_zone_7,3192
LGD2006_Libya_TM_zone_8,3193
LGD2006_Libya_TM_zone_9,3194
LGD2006_Libya_TM_zone_10,3195
LGD2006_Libya_TM_zone_11,3196
LGD2006_Libya_TM_zone_12,3197
LGD2006_Libya_TM_zone_13,3198
LGD2006_UTM_zone_32N,3199
FD58_Iraq_zone,3200
LGD2006_UTM_zone_33N,3201
LGD2006_UTM_zone_34N,3202
LGD2006_UTM_zone_35N,3203
WGS_84_SCAR_IMW_SP19_20,3204
WGS_84_SCAR_IMW_SP21_22,3205
WGS_84_SCAR_IMW_SP23_24,3206
WGS_84_SCAR_IMW_SQ01_02,3207
WGS_84_SCAR_IMW_SQ19_20,3208
WGS_84_SCAR_IMW_SQ21_22,3209
WGS_84_SCAR_IMW_SQ37_38,3210
WGS_84_SCAR_IMW_SQ39_40,3211
WGS_84_SCAR_IMW_SQ41_42,3212
WGS_84_SCAR_IMW_SQ43_44,3213
WGS_84_SCAR_IMW_SQ45_46,3214
WGS_84_SCAR_IMW_SQ47_48,3215
WGS_84_SCAR_IMW_SQ49_50,3216
WGS_84_SCAR_IMW_SQ51_52,3217
WGS_84_SCAR_IMW_SQ53_54,3218
WGS_84_SCAR_IMW_SQ55_56,3219
WGS_84_SCAR_IMW_SQ57_58,3220
WGS_84_SCAR_IMW_SR13_14,3221
WGS_84_SCAR_IMW_SR15_16,3222
WGS_84_SCAR_IMW_SR17_18,3223
WGS_84_SCAR_IMW_SR19_20,3224
WGS_84_SCAR_IMW_SR27_28,3225
WGS_84_SCAR_IMW_SR29_30,3226
WGS_84_SCAR_IMW_SR31_32,3227
WGS_84_SCAR_IMW_SR33_34,3228
WGS_84_SCAR_IMW_SR35_36,3229
WGS_84_SCAR_IMW_SR37_38,3230
WGS_84_SCAR_IMW_SR39_40,3231
WGS_84_SCAR_IMW_SR41_42,3232
WGS_84_SCAR_IMW_SR43_44,3233
WGS_84_SCAR_IMW_SR45_46,3234
WGS_84_SCAR_IMW_SR47_48,3235
WGS_84_SCAR_IMW_SR49_50,3236
WGS_84_SCAR_IMW_SR51_52,3237
WGS_84_SCAR_IMW_SR53_54,3238
WGS_84_SCAR_IMW_SR55_56,3239
WGS_84_SCAR_IMW_SR57_58,3240
WGS_84_SCAR_IMW_SR59_60,3241
WGS_84_SCAR_IMW_SS04_06,3242
WGS_84_SCAR_IMW_SS07_09,3243
WGS_84_SCAR_IMW_SS10_12,3244
WGS_84_SCAR_IMW_SS13_15,3245
WGS_84_SCAR_IMW_SS16_18,3246
WGS_84_SCAR_IMW_SS19_21,3247
WGS_84_SCAR_IMW_SS25_27,3248
WGS_84_SCAR_IMW_SS28_30,3249
WGS_84_SCAR_IMW_SS31_33,3250
WGS_84_SCAR_IMW_SS34_36,3251
WGS_84_SCAR_IMW_SS37_39,3252
WGS_84_SCAR_IMW_SS40_42,3253
WGS_84_SCAR_IMW_SS43_45,3254
WGS_84_SCAR_IMW_SS46_48,3255
WGS_84_SCAR_IMW_SS49_51,3256
WGS_84_SCAR_IMW_SS52_54,3257
WGS_84_SCAR_IMW_SS55_57,3258
WGS_84_SCAR_IMW_SS58_60,3259
WGS_84_SCAR_IMW_ST01_04,3260
WGS_84_SCAR_IMW_ST05_08,3261
WGS_84_SCAR_IMW_ST09_12,3262
WGS_84_SCAR_IMW_ST13_16,3263
WGS_84_SCAR_IMW_ST17_20,3264
WGS_84_SCAR_IMW_ST21_24,3265
WGS_84_SCAR_IMW_ST25_28,3266
WGS_84_SCAR_IMW_ST29_32,3267
WGS_84_SCAR_IMW_ST33_36,3268
WGS_84_SCAR_IMW_ST37_40,3269
WGS_84_SCAR_IMW_ST41_44,3270
WGS_84_SCAR_IMW_ST45_48,3271
WGS_84_SCAR_IMW_ST49_52,3272
WGS_84_SCAR_IMW_ST53_56,3273
WGS_84_SCAR_IMW_ST57_60,3274
WGS_84_SCAR_IMW_SU01_05,3275
WGS_84_SCAR_IMW_SU06_10,3276
WGS_84_SCAR_IMW_SU11_15,3277
WGS_84_SCAR_IMW_SU16_20,3278
WGS_84_SCAR_IMW_SU21_25,3279
WGS_84_SCAR_IMW_SU26_30,3280
WGS_84_SCAR_IMW_SU31_35,3281
WGS_84_SCAR_IMW_SU36_40,3282
WGS_84_SCAR_IMW_SU41_45,3283
WGS_84_SCAR_IMW_SU46_50,3284
WGS_84_SCAR_IMW_SU51_55,3285
WGS_84_SCAR_IMW_SU56_60,3286
WGS_84_SCAR_IMW_SV01_10,3287
WGS_84_SCAR_IMW_SV11_20,3288
WGS_84_SCAR_IMW_SV21_30,3289
WGS_84_SCAR_IMW_SV31_40,3290
WGS_84_SCAR_IMW_SV41_50,3291
WGS_84_SCAR_IMW_SV51_60,3292
WGS_84_SCAR_IMW_SW01_60,3293
WGS_84_USGS_Transantarctic_Mountains,3294
Guam_1963_Yap_Islands,3295
RGPF_UTM_zone_5S,3296
RGPF_UTM_zone_6S,3297
RGPF_UTM_zone_7S,3298
RGPF_UTM_zone_8S,3299
Estonian_Coordinate_System_of_1992,3300
Estonian_Coordinate_System_of_1997,3301
IGN63_Hiva_Oa_UTM_zone_7S,3302
Fatu_Iva_72_UTM_zone_7S,3303
Tahiti_79_UTM_zone_6S,3304
Moorea_87_UTM_zone_6S,3305
Maupiti_83_UTM_zone_5S,3306
Nakhl_e_Ghanem_UTM_zone_39N,3307
GDA94_NSW_Lambert,3308
NAD27_California_Albers,3309
NAD83_California_Albers,3310
NAD_1983_California_Teale_Albers,3310
NAD83_HARN_California_Albers,3311
CSG67_UTM_zone_21N,3312
RGFG95_UTM_zone_21N,3313
Katanga_1955_Katanga_Lambert_deprecated,3314
Katanga_1955_Katanga_TM_deprecated,3315
Kasai_1953_Congo_TM_zone_22,3316
Kasai_1953_Congo_TM_zone_24,3317
IGC_1962_Congo_TM_zone_12,3318
IGC_1962_Congo_TM_zone_14,3319
IGC_1962_Congo_TM_zone_16,3320
IGC_1962_Congo_TM_zone_18,3321
IGC_1962_Congo_TM_zone_20,3322
IGC_1962_Congo_TM_zone_22,3323
IGC_1962_Congo_TM_zone_24,3324
IGC_1962_Congo_TM_zone_26,3325
IGC_1962_Congo_TM_zone_28,3326
IGC_1962_Congo_TM_zone_30,3327
Pulkovo_1942_58_GUGiK_80,3328
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_5,3329
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_6,3330
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_7,3331
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_8,3332
Pulkovo_1942_58_Gauss_Kruger_zone_3,3333
Pulkovo_1942_58_Gauss_Kruger_zone_4,3334
Pulkovo_1942_58_Gauss_Kruger_zone_5,3335
IGN_1962_Kerguelen_UTM_zone_42S,3336
Le_Pouce_1934_Mauritius_Grid,3337
NAD83_Alaska_Albers,3338
IGCB_1955_Congo_TM_zone_12,3339
IGCB_1955_Congo_TM_zone_14,3340
IGCB_1955_Congo_TM_zone_16,3341
IGCB_1955_UTM_zone_33S,3342
Mauritania_1999_UTM_zone_28N,3343
Mauritania_1999_UTM_zone_29N,3344
Mauritania_1999_UTM_zone_30N,3345
LKS94_Lithuania_TM,3346
NAD83_Statistics_Canada_Lambert,3347
NAD83_CSRS_Statistics_Canada_Lambert,3348
WGS_84_PDC_Mercator_deprecated,3349
Pulkovo_1942_CS63_zone_C0,3350
Pulkovo_1942_CS63_zone_C1,3351
Pulkovo_1942_CS63_zone_C2,3352
Mhast_onshore_UTM_zone_32S,3353
Mhast_offshore_UTM_zone_32S,3354
Egypt_Gulf_of_Suez_S_650_TL_Red_Belt,3355
Grand_Cayman_1959_UTM_zone_17N,3356
Little_Cayman_1961_UTM_zone_17N,3357
NAD83_HARN_North_Carolina,3358
NAD83_HARN_North_Carolina_ftUS_deprecated,3359
NAD83_HARN_South_Carolina,3360
NAD83_HARN_South_Carolina_ft,3361
NAD83_HARN_Pennsylvania_North,3362
NAD83_HARN_Pennsylvania_North_ftUS,3363
NAD83_HARN_Pennsylvania_South,3364
NAD83_HARN_Pennsylvania_South_ftUS,3365
Hong_Kong_1963_Grid_System_deprecated,3366
IGN_Astro_1960_UTM_zone_28N,3367
IGN_Astro_1960_UTM_zone_29N,3368
IGN_Astro_1960_UTM_zone_30N,3369
NAD_1927_UTM_Zone_59N,3370
NAD_1927_UTM_Zone_60N,3371
NAD_1983_UTM_Zone_59N,3372
NAD_1983_UTM_Zone_60N,3373
FD54_UTM_zone_29N,3374
GDM2000_Peninsula_RSO,3375
GDM2000_East_Malaysia_BRSO,3376
GDM2000_Johor_Grid,3377
GDM2000_Sembilan_and_Melaka_Grid,3378
GDM2000_PahangGrid,3379
GDM2000_Selangor_Grid,3380
GDM2000_Terengganu_Grid,3381
GDM2000_Pinang_Grid,3382
GDM2000_Kedah_and_Perlis_Grid,3383
GDM2000_Perak_Grid,3384
GDM2000_Kelantan_Grid,3385
KKJ_Finland_zone_0,3386
KKJ_Finland_zone_5,3387
Pulkovo_1942_Caspian_Sea_Mercator,3388
Pulkovo_1942_3_degree_Gauss_Kruger_zone_60,3389
Pulkovo_1995_3_degree_Gauss_Kruger_zone_60,3390
Karbala_1979_UTM_zone_37N,3391
Karbala_1979_UTM_zone_38N,3392
Karbala_1979_UTM_zone_39N,3393
Nahrwan_1934_Iraq_zone,3394
WGS_84_World_Mercator,3395
PD_83_3_degree_Gauss_Kruger_zone_3,3396
PD_83_3_degree_Gauss_Kruger_zone_4,3397
RD_83_3_degree_Gauss_Kruger_zone_4,3398
RD_83_3_degree_Gauss_Kruger_zone_5,3399
NAD83_Alberta_10_TM_Forest,3400
NAD83_Alberta_10_TM_Resource,3401
NAD83_CSRS_Alberta_10_TM_Forest,3402
NAD83_CSRS_Alberta_10_TM_Resource,3403
NAD83_HARN_North_Carolina_ftUS,3404
VN_2000_UTM_zone_48N,3405
VN_2000_UTM_zone_49N,3406
Hong_Kong_1963_Grid_System,3407
NSIDC_EASE_Grid_North,3408
NSIDC_EASE_Grid_South,3409
NSIDC_EASE_Grid_Global,3410
NSIDC_Sea_Ice_Polar_Stereographic_North,3411
NSIDC_Sea_Ice_Polar_Stereographic_South,3412
WGS_84_NSIDC_Sea_Ice_Polar_Stereographic_North,3413
SVY21_Singapore_TM,3414
WGS_72BE_South_China_Sea_Lambert,3415
ETRS89_Austria_Lambert,3416
NAD83_Iowa_North_ft_US,3417
NAD83_Iowa_South_ft_US,3418
NAD83_Kansas_North_ft_US,3419
NAD83_Kansas_South_ft_US,3420
NAD83_Nevada_East_ft_US,3421
NAD83_Nevada_Central_ft_US,3422
NAD83_Nevada_West_ft_US,3423
NAD83_New_Jersey_ft_US,3424
NAD83_HARN_Iowa_North_ft_US,3425
NAD83_HARN_Iowa_South_ft_US,3426
NAD83_HARN_Kansas_North_ft_US,3427
NAD83_HARN_Kansas_South_ft_US,3428
NAD83_HARN_Nevada_East_ft_US,3429
NAD83_HARN_Nevada_Central_ft_US,3430
NAD83_HARN_Nevada_West_ft_US,3431
NAD83_HARN_New_Jersey_ft_US,3432
NAD83_Arkansas_North_ftUS,3433
NAD83_Arkansas_South_ftUS,3434
NAD83_Illinois_East_ftUS,3435
NAD83_Illinois_West_ftUS,3436
NAD83_New_Hampshire_ftUS,3437
NAD83_Rhode_Island_ftUS,3438
PSD93_UTM_zone_39N,3439
PSD93_UTM_zone_40N,3440
NAD83_HARN_Arkansas_North_ftUS,3441
NAD83_HARN_Arkansas_South_ftUS,3442
NAD83_HARN_Illinois_East_ftUS,3443
NAD83_HARN_Illinois_West_ftUS,3444
NAD83_HARN_New_Hampshire_ftUS,3445
NAD83_HARN_Rhode_Island_ftUS,3446
ETRS89_Belgian_Lambert_2005,3447
JAD2001_Jamaica_Metric_Grid,3448
JAD2001_UTM_zone_17N,3449
JAD2001_UTM_zone_18N,3450
NAD83_Louisiana_North_ftUS,3451
NAD83_Louisiana_South_ftUS,3452
NAD83_Louisiana_Offshore_ftUS,3453
NAD83_South_Dakota_North_ftUS_deprecated,3454
NAD83_South_Dakota_South_ftUS,3455
NAD83_HARN_Louisiana_North_ftUS,3456
NAD83_HARN_Louisiana_South_ftUS,3457
NAD83_HARN_South_Dakota_North_ftUS,3458
NAD83_HARN_South_Dakota_South_ftUS,3459
Fiji_1986_Fiji_Map_Grid,3460
Dabola_1981_UTM_zone_28N,3461
Dabola_1981_UTM_zone_29N,3462
NAD83_Maine_CS2000_Central,3463
NAD83_HARN_Maine_CS2000_Central,3464
NAD83_NSRS2007_Alabama_East,3465
NAD83_NSRS2007_Alabama_West,3466
NAD83_NSRS2007_Alaska_Albers,3467
NAD83_NSRS2007_Alaska_zone_1,3468
NAD83_NSRS2007_Alaska_zone_2,3469
NAD83_NSRS2007_Alaska_zone_3,3470
NAD83_NSRS2007_Alaska_zone_4,3471
NAD83_NSRS2007_Alaska_zone_5,3472
NAD83_NSRS2007_Alaska_zone_6,3473
NAD83_NSRS2007_Alaska_zone_7,3474
NAD83_NSRS2007_Alaska_zone_8,3475
NAD83_NSRS2007_Alaska_zone_9,3476
NAD83_NSRS2007_Alaska_zone_10,3477
NAD83_NSRS2007_Arizona_Central,3478
NAD83_NSRS2007_Arizona_Central_ft,3479
NAD83_NSRS2007_Arizona_East,3480
NAD83_NSRS2007_Arizona_East_ft,3481
NAD83_NSRS2007_Arizona_West,3482
NAD83_NSRS2007_Arizona_West_ft,3483
NAD83_NSRS2007_Arkansas_North,3484
NAD83_NSRS2007_Arkansas_North_ftUS,3485
NAD83_NSRS2007_Arkansas_South,3486
NAD83_NSRS2007_Arkansas_South_ftUS,3487
NAD83_NSRS2007_California_Albers,3488
NAD83_NSRS2007_California_zone_1,3489
NAD83_NSRS2007_California_zone_1_ftUS,3490
NAD83_NSRS2007_California_zone_2,3491
NAD83_NSRS2007_California_zone_2_ftUS,3492
NAD83_NSRS2007_California_zone_3,3493
NAD83_NSRS2007_California_zone_3_ftUS,3494
NAD83_NSRS2007_California_zone_4,3495
NAD83_NSRS2007_California_zone_4_ftUS,3496
NAD83_NSRS2007_California_zone_5,3497
NAD83_NSRS2007_California_zone_5_ftUS,3498
NAD83_NSRS2007_California_zone_6,3499
NAD83_NSRS2007_California_zone_6_ftUS,3500
NAD83_NSRS2007_Colorado_Central,3501
NAD83_NSRS2007_Colorado_Central_ftUS,3502
NAD83_NSRS2007_Colorado_North,3503
NAD83_NSRS2007_Colorado_North_ftUS,3504
NAD83_NSRS2007_Colorado_South,3505
NAD83_NSRS2007_Colorado_South_ftUS,3506
NAD83_NSRS2007_Connecticut,3507
NAD83_NSRS2007_Connecticut_ftUS,3508
NAD83_NSRS2007_Delaware,3509
NAD83_NSRS2007_Delaware_ftUS,3510
NAD83_NSRS2007_Florida_East,3511
NAD83_NSRS2007_Florida_East_ftUS,3512
NAD83_NSRS2007_Florida_GDL_Albers,3513
NAD83_NSRS2007_Florida_North,3514
NAD83_NSRS2007_Florida_North_ftUS,3515
NAD83_NSRS2007_Florida_West,3516
NAD83_NSRS2007_Florida_West_ftUS,3517
NAD83_NSRS2007_Georgia_East,3518
NAD83_NSRS2007_Georgia_East_ftUS,3519
NAD83_NSRS2007_Georgia_West,3520
NAD83_NSRS2007_Georgia_West_ftUS,3521
NAD83_NSRS2007_Idaho_Central,3522
NAD83_NSRS2007_Idaho_Central_ftUS,3523
NAD83_NSRS2007_Idaho_East,3524
NAD83_NSRS2007_Idaho_East_ftUS,3525
NAD83_NSRS2007_Idaho_West,3526
NAD83_NSRS2007_Idaho_West_ftUS,3527
NAD83_NSRS2007_Illinois_East,3528
NAD83_NSRS2007_Illinois_East_ftUS,3529
NAD83_NSRS2007_Illinois_West,3530
NAD83_NSRS2007_Illinois_West_ftUS,3531
NAD83_NSRS2007_Indiana_East,3532
NAD83_NSRS2007_Indiana_East_ftUS,3533
NAD83_NSRS2007_Indiana_West,3534
NAD83_NSRS2007_Indiana_West_ftUS,3535
NAD83_NSRS2007_Iowa_North,3536
NAD83_NSRS2007_Iowa_North_ft_US,3537
NAD83_NSRS2007_Iowa_South,3538
NAD83_NSRS2007_Iowa_South_ft_US,3539
NAD83_NSRS2007_Kansas_North,3540
NAD83_NSRS2007_Kansas_North_ft_US,3541
NAD83_NSRS2007_Kansas_South,3542
NAD83_NSRS2007_Kansas_South_ft_US,3543
NAD83_NSRS2007_Kentucky_North,3544
NAD83_NSRS2007_Kentucky_North_ftUS,3545
NAD83_NSRS2007_Kentucky_Single_Zone,3546
NAD83_NSRS2007_Kentucky_Single_Zone_ftUS,3547
NAD83_NSRS2007_Kentucky_South,3548
NAD83_NSRS2007_Kentucky_South_ftUS,3549
NAD83_NSRS2007_Louisiana_North,3550
NAD83_NSRS2007_Louisiana_North_ftUS,3551
NAD83_NSRS2007_Louisiana_South,3552
NAD83_NSRS2007_Louisiana_South_ftUS,3553
NAD83_NSRS2007_Maine_CS2000_Central,3554
NAD83_NSRS2007_Maine_CS2000_East,3555
NAD83_NSRS2007_Maine_CS2000_West,3556
NAD83_NSRS2007_Maine_East,3557
NAD83_NSRS2007_Maine_West,3558
NAD83_NSRS2007_Maryland,3559
NAD83_Utah_North_ftUS,3560
Old_Hawaiian_Hawaii_zone_1,3561
Old_Hawaiian_Hawaii_zone_2,3562
Old_Hawaiian_Hawaii_zone_3,3563
Old_Hawaiian_Hawaii_zone_4,3564
Old_Hawaiian_Hawaii_zone_5,3565
NAD83_Utah_Central_ftUS,3566
NAD83_Utah_South_ftUS,3567
NAD83_HARN_Utah_North_ftUS,3568
NAD83_HARN_Utah_Central_ftUS,3569
NAD83_HARN_Utah_South_ftUS,3570
WGS_84_North_Pole_LAEA_Bering_Sea,3571
WGS_84_North_Pole_LAEA_Alaska,3572
WGS_84_North_Pole_LAEA_Canada,3573
WGS_84_North_Pole_LAEA_Atlantic,3574
WGS_84_North_Pole_LAEA_Europe,3575
WGS_84_North_Pole_LAEA_Russia,3576
GDA94_Australian_Albers,3577
NAD83_Yukon_Albers,3578
NAD83_CSRS_Yukon_Albers,3579
NAD83_NWT_Lambert,3580
NAD83_CSRS_NWT_Lambert,3581
NAD83_NSRS2007_Maryland_ftUS,3582
NAD83_NSRS2007_Massachusetts_Island,3583
NAD83_NSRS2007_Massachusetts_Island_ftUS,3584
NAD83_NSRS2007_Massachusetts_Mainland,3585
NAD83_NSRS2007_Massachusetts_Mainland_ftUS,3586
NAD83_NSRS2007_Michigan_Central,3587
NAD83_NSRS2007_Michigan_Central_ft,3588
NAD83_NSRS2007_Michigan_North,3589
NAD83_NSRS2007_Michigan_North_ft,3590
NAD83_NSRS2007_Michigan_Oblique_Mercator,3591
NAD83_NSRS2007_Michigan_South,3592
NAD83_NSRS2007_Michigan_South_ft,3593
NAD83_NSRS2007_Minnesota_Central,3594
NAD83_NSRS2007_Minnesota_North,3595
NAD83_NSRS2007_Minnesota_South,3596
NAD83_NSRS2007_Mississippi_East,3597
NAD83_NSRS2007_Mississippi_East_ftUS,3598
NAD83_NSRS2007_Mississippi_West,3599
NAD83_NSRS2007_Mississippi_West_ftUS,3600
NAD83_NSRS2007_Missouri_Central,3601
NAD83_NSRS2007_Missouri_East,3602
NAD83_NSRS2007_Missouri_West,3603
NAD83_NSRS2007_Montana,3604
NAD83_NSRS2007_Montana_ft,3605
NAD83_NSRS2007_Nebraska,3606
NAD83_NSRS2007_Nevada_Central,3607
NAD83_NSRS2007_Nevada_Central_ft_US,3608
NAD83_NSRS2007_Nevada_East,3609
NAD83_NSRS2007_Nevada_East_ft_US,3610
NAD83_NSRS2007_Nevada_West,3611
NAD83_NSRS2007_Nevada_West_ft_US,3612
NAD83_NSRS2007_New_Hampshire,3613
NAD83_NSRS2007_New_Hampshire_ftUS,3614
NAD83_NSRS2007_New_Jersey,3615
NAD83_NSRS2007_New_Jersey_ft_US,3616
NAD83_NSRS2007_New_Mexico_Central,3617
NAD83_NSRS2007_New_Mexico_Central_ftUS,3618
NAD83_NSRS2007_New_Mexico_East,3619
NAD83_NSRS2007_New_Mexico_East_ftUS,3620
NAD83_NSRS2007_New_Mexico_West,3621
NAD83_NSRS2007_New_Mexico_West_ftUS,3622
NAD83_NSRS2007_New_York_Central,3623
NAD83_NSRS2007_New_York_Central_ftUS,3624
NAD83_NSRS2007_New_York_East,3625
NAD83_NSRS2007_New_York_East_ftUS,3626
NAD83_NSRS2007_New_York_Long_Island,3627
NAD83_NSRS2007_New_York_Long_Island_ftUS,3628
NAD83_NSRS2007_New_York_West,3629
NAD83_NSRS2007_New_York_West_ftUS,3630
NAD83_NSRS2007_North_Carolina,3631
NAD83_NSRS2007_North_Carolina_ftUS,3632
NAD83_NSRS2007_North_Dakota_North,3633
NAD83_NSRS2007_North_Dakota_North_ft,3634
NAD83_NSRS2007_North_Dakota_South,3635
NAD83_NSRS2007_North_Dakota_South_ft,3636
NAD83_NSRS2007_Ohio_North,3637
NAD83_NSRS2007_Ohio_South,3638
NAD83_NSRS2007_Oklahoma_North,3639
NAD83_NSRS2007_Oklahoma_North_ftUS,3640
NAD83_NSRS2007_Oklahoma_South,3641
NAD83_NSRS2007_Oklahoma_South_ftUS,3642
NAD83_NSRS2007_Oregon_Lambert,3643
NAD83_NSRS2007_Oregon_Lambert_ft,3644
NAD83_NSRS2007_Oregon_North,3645
NAD83_NSRS2007_Oregon_North_ft,3646
NAD83_NSRS2007_Oregon_South,3647
NAD83_NSRS2007_Oregon_South_ft,3648
NAD83_NSRS2007_Pennsylvania_North,3649
NAD83_NSRS2007_Pennsylvania_North_ftUS,3650
NAD83_NSRS2007_Pennsylvania_South,3651
NAD83_NSRS2007_Pennsylvania_South_ftUS,3652
NAD83_NSRS2007_Rhode_Island,3653
NAD83_NSRS2007_Rhode_Island_ftUS,3654
NAD83_NSRS2007_South_Carolina,3655
NAD83_NSRS2007_South_Carolina_ft,3656
NAD83_NSRS2007_South_Dakota_North,3657
NAD83_NSRS2007_South_Dakota_North_ftUS,3658
NAD83_NSRS2007_South_Dakota_South,3659
NAD83_NSRS2007_South_Dakota_South_ftUS,3660
NAD83_NSRS2007_Tennessee,3661
NAD83_NSRS2007_Tennessee_ftUS,3662
NAD83_NSRS2007_Texas_Central,3663
NAD83_NSRS2007_Texas_Central_ftUS,3664
NAD83_NSRS2007_Texas_Centric_Albers_Equal_Area,3665
NAD83_NSRS2007_Texas_Centric_Lambert_Conformal,3666
NAD83_NSRS2007_Texas_North,3667
NAD83_NSRS2007_Texas_North_ftUS,3668
NAD83_NSRS2007_Texas_North_Central,3669
NAD83_NSRS2007_Texas_North_Central_ftUS,3670
NAD83_NSRS2007_Texas_South,3671
NAD83_NSRS2007_Texas_South_ftUS,3672
NAD83_NSRS2007_Texas_South_Central,3673
NAD83_NSRS2007_Texas_South_Central_ftUS,3674
NAD83_NSRS2007_Utah_Central,3675
NAD83_NSRS2007_Utah_Central_ft,3676
NAD83_NSRS2007_Utah_Central_ftUS,3677
NAD83_NSRS2007_Utah_North,3678
NAD83_NSRS2007_Utah_North_ft,3679
NAD83_NSRS2007_Utah_North_ftUS,3680
NAD83_NSRS2007_Utah_South,3681
NAD83_NSRS2007_Utah_South_ft,3682
NAD83_NSRS2007_Utah_South_ftUS,3683
NAD83_NSRS2007_Vermont,3684
NAD83_NSRS2007_Virginia_North,3685
NAD83_NSRS2007_Virginia_North_ftUS,3686
NAD83_NSRS2007_Virginia_South,3687
NAD83_NSRS2007_Virginia_South_ftUS,3688
NAD83_NSRS2007_Washington_North,3689
NAD83_NSRS2007_Washington_North_ftUS,3690
NAD83_NSRS2007_Washington_South,3691
NAD83_NSRS2007_Washington_South_ftUS,3692
NAD83_NSRS2007_West_Virginia_North,3693
NAD83_NSRS2007_West_Virginia_South,3694
NAD83_NSRS2007_Wisconsin_Central,3695
NAD83_NSRS2007_Wisconsin_Central_ftUS,3696
NAD83_NSRS2007_Wisconsin_North,3697
NAD83_NSRS2007_Wisconsin_North_ftUS,3698
NAD83_NSRS2007_Wisconsin_South,3699
NAD83_NSRS2007_Wisconsin_South_ftUS,3700
